VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2.0,2019-10-01 07:42:35,2019-10-01 07:49:49,N,1.0,166,238,1.0,1.52,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,2.0,1.0,0.0
2.0,2019-10-01 07:28:33,2019-10-01 07:37:22,N,1.0,66,65,1.0,0.72,7.0,0.0,0.5,1.95,0.0,,0.3,9.75,1.0,1.0,0.0
2.0,2019-10-01 07:57:13,2019-10-01 08:25:05,N,1.0,66,230,1.0,6.72,25.0,0.0,0.5,8.56,0.0,,0.3,37.11,1.0,1.0,2.75
2.0,2019-10-01 07:13:15,2019-10-01 07:28:43,N,1.0,74,140,1.0,2.83,12.0,0.0,0.5,3.45,0.0,,0.3,19.0,1.0,1.0,2.75
2.0,2019-10-01 07:47:51,2019-10-01 07:55:35,N,1.0,75,263,1.0,1.38,7.0,0.0,0.5,0.0,0.0,,0.3,10.55,2.0,1.0,2.75
1.0,2019-10-01 07:19:03,2019-10-01 07:49:04,N,1.0,119,185,1.0,5.7,25.5,0.0,0.5,0.0,0.0,,0.3,26.3,1.0,1.0,0.0
2.0,2019-10-01 07:46:25,2019-10-01 07:54:51,N,1.0,244,243,1.0,1.04,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,1.0,1.0,0.0
1.0,2019-10-01 07:28:22,2019-10-01 07:28:22,Y,1.0,210,264,1.0,0.0,25.0,0.0,0.0,0.0,0.0,,0.0,25.0,2.0,1.0,0.0
1.0,2019-10-01 07:30:43,2019-10-01 07:30:43,Y,1.0,210,264,1.0,0.0,25.0,0.0,0.0,0.0,0.0,,0.0,25.0,2.0,1.0,0.0
1.0,2019-10-01 07:33:29,2019-10-01 07:49:52,N,1.0,210,14,1.0,0.0,24.2,0.0,0.5,0.0,0.0,,0.3,25.0,1.0,1.0,0.0
2.0,2019-10-01 07:37:00,2019-10-01 08:06:40,N,1.0,74,186,1.0,6.63,24.5,0.0,0.5,5.61,0.0,,0.3,33.66,1.0,1.0,2.75
2.0,2019-10-01 07:36:26,2019-10-01 08:06:43,N,1.0,7,65,2.0,8.15,27.5,0.0,0.5,5.66,0.0,,0.3,33.96,1.0,1.0,0.0
2.0,2019-10-01 07:51:00,2019-10-01 07:52:30,N,1.0,75,74,1.0,0.63,4.0,0.0,0.5,0.0,0.0,,0.3,4.8,2.0,1.0,0.0
1.0,2019-10-01 07:57:32,2019-10-01 08:11:12,N,1.0,76,222,1.0,1.8,10.5,0.0,0.5,0.0,0.0,,0.3,11.3,1.0,1.0,0.0
2.0,2019-10-01 07:43:02,2019-10-01 07:56:32,N,1.0,116,24,1.0,2.48,11.5,0.0,0.5,2.46,0.0,,0.3,14.76,1.0,1.0,0.0
